Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
15,K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,Construction,PNS,PNS,PNS,PNS,3322562,3322562,$964.00 ,"DSF: 0000802950, 0000825393, 0000825394, 0000843697"
15,K124,P.S. 124 - BROOKLYN,SCA CIP,FLOOD/ROOFS/PARAPETS/EXT MASONRY,"CM, F&E",PNS,PNS,PNS,PNS,486124,486124,"$1,860.00 ","DSF: 0000802950, 0000825393, 0000825394, 0000843697"
15,K124,P.S. 124 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE ROOMS B9 AND B12,Construction,In-Progress,11/26/2014,DOES,,DOES,198770,"$198,770.00 ",DSF: 0000779630
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Scope,Complete,2/21/2014,7/8/2014,6/20/2014,147862,184355,"$181,694.00 ","DSF: 0000779686, 0000803012, 0000803013"
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Design,Complete,12/22/2014,5/26/2015,5/15/2015,545123,220780,"$220,348.00 ","DSF: 0000779686, 0000803012, 0000803013"
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,Construction,PNS,PNS,PNS,PNS,9627143,9627143,"$24,302.00 ","DSF: 0000779686, 0000803012, 0000803013"
15,K130,P.S. 130 - BROOKLYN,SCA CIP,WATER PENETRATION THROUGH EXTERIOR/PARAPETS/ROOFS,"CM, F&E",PNS,PNS,PNS,PNS,795896,795896,"$27,562.00 ","DSF: 0000779686, 0000803012, 0000803013"
15,K172,P.S. 172 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,1/15/2015,1/15/2015,1/15/2015,15870,643,$643.00 ,DSF: 0000780299
15,K130,P.S. 130 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,277505,$0.00 ,DSF: 0000776750
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Scope,Complete,6/12/2014,10/28/2014,11/12/2014,119630,204371,"$85,090.00 ","DSF: 0000779700, 0000803027, 0000803029, 0000803030"
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Design,Complete,1/30/2015,7/1/2015,8/10/2015,472696,270723,"$6,757.00 ","DSF: 0000779700, 0000803027, 0000803029, 0000803030"
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,Construction,PNS,PNS,PNS,PNS,8788387,8788387,"$35,245.00 ","DSF: 0000779700, 0000803027, 0000803029, 0000803030"
15,K131,P.S. 131 - BROOKLYN,SCA CIP,WATER PENETRATION/FLOOD/PARAPETS/ROOFS,"CM, F&E",PNS,PNS,PNS,PNS,571586,571586,"$29,953.00 ","DSF: 0000779700, 0000803027, 0000803029, 0000803030"
15,K131,P.S. 131 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Scope,Complete,9/1/2015,9/1/2015,9/1/2015,29078,1491,"$1,491.00 ",DSF: 0000803025
15,K131,P.S. 131 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Design,Complete,9/1/2015,1/4/2016,12/16/2015,82386,5966,"$5,966.00 ",DSF: 0000803025
15,K131,P.S. 131 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Construction,PNS,PNS,PNS,PNS,1109794,1109794,$483.00 ,DSF: 0000803025
15,K131,P.S. 131 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,"CM, F&E",PNS,PNS,PNS,PNS,213235,213235,"$2,446.00 ",DSF: 0000803025
15,K131,P.S. 131 - BROOKLYN,Fast Track Projects,LL26-EXIT SIGNS,Construction,In-Progress,5/1/2015,FTK,,FTK,128617,"$10,238.00 ",DSF: 0000777464
15,K131,P.S. 131 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,304442,$0.00 ,DSF: 0000776751
15,K131,P.S. 131 - BROOKLYN,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,5/26/2015,6/17/2015,7/23/2015,35000,34649,"$34,649.00 ",DSF: 0000800558
15,K136,I.S. 136 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Scope,Complete,1/23/2014,1/23/2014,1/23/2014,20671,17093,"$17,093.00 ",DSF: 0000775822
15,K136,I.S. 136 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Design,Complete,1/23/2014,5/23/2014,4/1/2014,72349,57891,"$57,891.00 ",DSF: 0000775822
15,K136,I.S. 136 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Construction,Complete,6/23/2014,3/19/2015,10/9/2015,1173091,1159285,"$1,122,334.00 ",DSF: 0000775822
15,K136,I.S. 136 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,"CM, F&E",Complete,6/23/2014,3/19/2015,10/9/2015,93020,36952,"$36,952.00 ",DSF: 0000775822
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,Scope,Complete,4/24/2014,8/25/2014,7/9/2014,27197,36039,"$2,712.00 ","DSF: 0000779760, 0000803089"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,Design,Complete,4/24/2015,9/24/2015,11/19/2015,106998,77829,"$10,850.00 ","DSF: 0000779760, 0000803089"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,1983244,1983244,"$13,111.00 ","DSF: 0000779760, 0000803089"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEMS UPGRADE/FLOOD ELIMINATION,"CM, F&E",PNS,PNS,PNS,PNS,131021,131021,"$22,720.00 ","DSF: 0000779760, 0000803089"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,Scope,Complete,8/1/2013,10/31/2013,10/21/2013,38435,26800,"$26,800.00 ","DSF: 0000757249, 0000775639"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,Design,Complete,11/5/2013,5/12/2014,5/23/2014,133043,107607,"$107,607.00 ","DSF: 0000757249, 0000775639"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,Construction,In-Progress,11/4/2015,11/2/2016,,2229202,2039694,"$101,238.00 ","DSF: 0000757249, 0000775639"
15,K136,I.S. 136 - BROOKLYN,SCA CIP,RPZ VALVES/LOW VOLTAGE ELEC SYSTEM,"CM, F&E",In-Progress,11/4/2015,11/2/2016,,226665,28640,"$28,532.00 ","DSF: 0000757249, 0000775639"
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000822812
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,24000,24000,$0.00 ,DSF: 0000822812
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,352000,352000,$0.00 ,DSF: 0000822812
15,K136,I.S. 821 - BROOKLYN,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,24000,24000,$0.00 ,DSF: 0000822812
15,K136,SUNSET PARK PREP,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,In-Progress,8/4/2015,8/26/2015,,150000,82778,"$82,778.00 ",DSF: 0000800561
15,K142,P.S. 146 (@K142),SCA CIP,PAVED AREAS - BLACKTOP/FENCING/CONCRETE PAVING,Scope,Complete,7/23/2009,10/22/2009,10/19/2009,44310,33444,"$31,684.00 ","DSF: 0000667873, 0000667875, 0000690215"
15,K142,P.S. 146 (@K142),SCA CIP,PAVED AREAS - BLACKTOP/FENCING/CONCRETE PAVING,Design,Complete,10/26/2009,3/26/2010,4/7/2010,132930,239097,"$213,211.00 ","DSF: 0000667873, 0000667875, 0000690215"
15,K142,P.S. 146 (@K142),SCA CIP,PAVED AREAS - BLACKTOP/FENCING/CONCRETE PAVING,Construction,Complete,6/16/2014,3/12/2015,7/31/2015,1691165,2027027,"$1,720,530.00 ","DSF: 0000667873, 0000667875, 0000690215"
15,K142,P.S. 146 (@K142),SCA CIP,PAVED AREAS - BLACKTOP/FENCING/CONCRETE PAVING,"CM, F&E",Complete,6/16/2014,3/12/2015,7/31/2015,339710,182131,"$168,035.00 ","DSF: 0000667873, 0000667875, 0000690215"
15,K142,I.S. 448 -BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,100275,$0.00 ,DSF: 0000776760
15,K142,P.S. 146 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,100275,$0.00 ,DSF: 0000776759
15,K142,P.S. 146,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,8/3/2015,8/25/2015,11/20/2015,35000,34649,"$34,649.00 ",DSF: 0000800563
15,K142,I.S. 448 -BROOKLYN,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,5/26/2015,6/17/2015,8/27/2015,35000,34649,"$34,649.00 ",DSF: 0000800564
15,K142,I.S. 448 -BROOKLYN,DOE - Skilled Trades,PLANYC OIL CONVERSION PROJECT,Construction,In-Progress,7/6/2011,DOES,,DOES,4530,"$2,530.00 ",DSF: 0000754304
15,K154,P.S. 154 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,1/15/2015,1/15/2015,1/15/2015,12150,821,$821.00 ,DSF: 0000798410
15,K154,P.S. 154 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,1/15/2015,5/15/2015,4/1/2015,34425,879,$879.00 ,DSF: 0000798410
15,K154,P.S. 154 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,Complete,7/13/2015,4/7/2016,12/15/2015,463725,436722,"$295,872.00 ",DSF: 0000798410
15,K154,P.S. 154 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",Complete,7/13/2015,4/7/2016,12/15/2015,89100,49709,"$49,709.00 ",DSF: 0000798410
15,K154,P.S. 154 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,280442,$0.00 ,DSF: 0000776769
15,K154,P.S. 154 - BROOKLYN,DOE - Skilled Trades,REPLACE HAZARDOUS CLASSROOM CEILING,Construction,Complete,7/2/2014,3/18/2015,3/18/2015,DOES,47203,"$47,203.00 ",DSF: 0000800302
15,K154,P.S. 154 - BROOKLYN,DOE - Skilled Trades,TOILETS - STUDENTS,Construction,In-Progress,3/12/2015,DOES,,DOES,84510,"$2,440.00 ",DSF: 0000803335
15,K169,P.S. 169 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,4/20/2015,4/20/2015,4/20/2015,28140,2295,"$2,295.00 ",DSF: 0000780241
15,K169,P.S. 169 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,4/20/2015,8/20/2015,7/21/2015,79730,1353,"$1,353.00 ",DSF: 0000780241
15,K169,P.S. 169 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,11/23/2015,8/18/2016,,1074010,1005999,"$52,585.00 ",DSF: 0000780241
15,K169,P.S. 169 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,11/23/2015,8/18/2016,,206360,16765,"$16,765.00 ",DSF: 0000780241
15,K169,P.S. 169 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFTOP PLAYYARD,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000823591
15,K169,P.S. 169 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFTOP PLAYYARD,Design,PNS,PNS,PNS,PNS,16800,16800,$0.00 ,DSF: 0000823591
15,K169,P.S. 169 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFTOP PLAYYARD,Construction,PNS,PNS,PNS,PNS,246400,246400,$0.00 ,DSF: 0000823591
15,K169,P.S. 169 - BROOKLYN,SCA CIP RESOA,FY16 RESO A ROOFTOP PLAYYARD,"CM, F&E",PNS,PNS,PNS,PNS,16800,16800,$0.00 ,DSF: 0000823591
15,K169,P.S. 169 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,509335,$0.00 ,DSF: 0000776779
15,K169,P.S. 169 SUNSET PARK,DIIT - RESOA,FY 15 RESO A TECHNOLOGY,Purch & Install,Complete,10/15/2015,11/6/2015,12/9/2015,100000,98994,"$98,994.00 ",DSF: 0000800287
15,K169,P.S. 169 SUNSET PARK,DIIT - RESOA,FY15 RESO A TECHNOLOGY,Purch & Install,Complete,10/15/2015,11/6/2015,12/9/2015,35000,34650,"$34,650.00 ",DSF: 0000800568
15,K172,P.S. 172 - BROOKLYN,SCA CIP,RPZ VALVE,Scope,Complete,7/6/2012,11/20/2012,10/23/2012,18750,20902,"$19,902.00 ",DSF: 0000753116
15,K172,P.S. 172 - BROOKLYN,SCA CIP,RPZ VALVE,Design,Complete,10/24/2012,4/19/2013,4/9/2013,56250,111243,"$99,921.00 ",DSF: 0000753116
15,K172,P.S. 172 - BROOKLYN,SCA CIP,RPZ VALVE,Construction,In-Progress,6/24/2013,3/20/2014,,715625,1038859,"$660,035.00 ",DSF: 0000753116
15,K172,P.S. 172 - BROOKLYN,SCA CIP,RPZ VALVE,"CM, F&E",In-Progress,6/24/2013,3/20/2014,,143750,199269,"$171,272.00 ",DSF: 0000753116
15,K172,P.S. 172 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,1/15/2015,5/15/2015,4/1/2015,44965,2154,"$2,129.00 ",DSF: 0000780299
15,K172,P.S. 172 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,7/13/2015,4/7/2016,,605705,582616,"$382,950.00 ",DSF: 0000780299
15,K172,P.S. 172 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,7/13/2015,4/7/2016,,116380,56868,"$56,843.00 ",DSF: 0000780299
15,K172,P.S. 172 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,304442,$0.00 ,DSF: 0000776782
15,K172,P.S. 172 - BROOKLYN,DOE- RESOA,FY13 RESO A FLOORS,Construction,PNS,PNS,PNS,PNS,300000,300000,$0.00 ,DSF: 0000754745
15,K230,P.S. 230 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,5/4/2015,5/4/2015,5/4/2015,21990,1421,"$1,421.00 ",DSF: 0000781392
15,K230,P.S. 230 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,5/4/2015,9/4/2015,7/30/2015,62305,1255,"$1,255.00 ",DSF: 0000781392
15,K230,P.S. 230 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,12/7/2015,9/1/2016,,839285,753103,"$20,103.00 ",DSF: 0000781392
15,K230,P.S. 230 - BROOKLYN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,12/7/2015,9/1/2016,,161260,14021,"$14,021.00 ",DSF: 0000781392
15,K261,P.S. 261 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Scope,Complete,2/3/2014,2/3/2014,2/3/2014,26309,5910,"$5,910.00 ",DSF: 0000759376
15,K261,P.S. 261 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Design,Complete,2/3/2014,6/3/2014,4/1/2014,92081,31013,"$26,810.00 ",DSF: 0000759376
15,K261,P.S. 261 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,Construction,Complete,6/23/2014,3/19/2015,10/9/2015,1493024,1479634,"$1,239,170.00 ",DSF: 0000759376
15,K261,P.S. 261 - BROOKLYN,RCT CIP,LIGHTING REPLACEMENT,"CM, F&E",Complete,6/23/2014,3/19/2015,10/9/2015,118390,40050,"$35,847.00 ",DSF: 0000759376
15,K261,P.S. 261 - BROOKLYN,DOE- RESOA,FY15 RESO A TOILETS - STUDENTS,Construction,Complete,11/13/2014,8/19/2015,8/19/2015,175000,131044,"$131,044.00 ",DSF: 0000800459
15,K280,PRE-K CENTER @ 19TH STREET,PRE-K,LEASE,Scope,Complete,2/9/2015,2/9/2015,2/9/2015,68421,73186,"$73,186.00 ",DSF: 0000821918
15,K280,PRE-K CENTER @ 19TH STREET,PRE-K,LEASE,Design,Complete,2/10/2015,3/30/2015,5/6/2015,273684,293007,"$293,007.00 ",DSF: 0000821918
4,M121,P.S. 38 - MANHATTAN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,11/16/2015,8/11/2016,,128260,1684,"$1,684.00 ",DSF: 0000785861
4,M121,P.S. 38 - MANHATTAN,DOE - Skilled Trades,TOILETS - STUDENTS,Construction,In-Progress,6/4/2015,DOES,,DOES,63113,$982.00 ,DSF: 0000809210
4,M146,P.S. 146,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,Complete,5/8/2012,10/9/2012,7/25/2012,73655,116970,"$103,438.00 ","DSF: 0000752350, 0000752351"
4,M146,P.S. 146,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,Complete,7/31/2012,1/3/2013,1/15/2013,247294,286804,"$286,497.00 ","DSF: 0000752350, 0000752351"
4,M146,P.S. 146,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,In-Progress,6/21/2013,9/18/2014,,3789727,3635329,"$3,328,404.00 ","DSF: 0000752350, 0000752351"
4,M146,P.S. 146,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",In-Progress,6/21/2013,9/18/2014,,397936,352662,"$352,355.00 ","DSF: 0000752350, 0000752351"
4,M146,P.S. 146 - MANHATTAN,DOE - Skilled Trades,TOILETS - STUDENTS,Construction,In-Progress,3/11/2015,DOES,,DOES,79849,"$79,849.00 ",DSF: 0000809566
4,M170,AMBER CHARTER SCHOOL - MANHATT,SCA CIP RESOA,FY14 RESO A CAFETERIA/MULTIPURPOSE,Scope,PNS,PNS,PNS,PNS,0,0,$0.00 ,DSF: 0000798775
4,M170,AMBER CHARTER SCHOOL - MANHATT,SCA CIP RESOA,FY14 RESO A CAFETERIA/MULTIPURPOSE,Design,PNS,PNS,PNS,PNS,32880,32880,$0.00 ,DSF: 0000798775
4,M170,AMBER CHARTER SCHOOL - MANHATT,SCA CIP RESOA,FY14 RESO A CAFETERIA/MULTIPURPOSE,Construction,PNS,PNS,PNS,PNS,482240,482240,$0.00 ,DSF: 0000798775
4,M170,AMBER CHARTER SCHOOL - MANHATT,SCA CIP RESOA,FY14 RESO A CAFETERIA/MULTIPURPOSE,"CM, F&E",PNS,PNS,PNS,PNS,32880,32880,$0.00 ,DSF: 0000798775
4,M171,P.S. 171 - MANHATTAN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,18377,$0.00 ,DSF: 0000777115
4,M171,P.S. 171 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,3/6/2014,4/30/2015,4/30/2015,DOEL,75867,"$75,867.00 ",DSF:
4,M171,P.S. 171 - MANHATTAN,DOE- RESOA,FY14 RESO CTF  ROOM CONVERSIO MEDIA,Construction,Complete,8/22/2014,12/21/2015,12/21/2015,300000,300000,$0.00 ,DSF: 0000777342
4,M171,P.S. 171 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE BOYS AND GIRLS 2ND,Construction,In-Progress,5/21/2015,DOES,,DOES,99832,"$99,832.00 ",DSF: 0000786496
4,M171,P.S. 171 - MANHATTAN,DOE - Skilled Trades,TOILETS - STUDENTS,Construction,In-Progress,3/2/2015,DOES,,DOES,41987,"$40,987.00 ",DSF: 0000821722
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA CIP,ROOF/PARAPETS/EXTERIOR MASONRY,Scope,Complete,1/12/2012,5/29/2012,11/8/2012,153712,155093,"$155,093.00 ","DSF: 0000752400, 0000764273, 0000775751"
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA CIP,ROOF/PARAPETS/EXTERIOR MASONRY,Design,Complete,1/4/2013,6/6/2013,7/16/2013,529124,647339,"$399,002.00 ","DSF: 0000752400, 0000764273, 0000775751"
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA CIP,ROOF/PARAPETS/EXTERIOR MASONRY,Construction,In-Progress,1/7/2014,7/2/2015,,8393562,11202257,"$5,156,239.00 ","DSF: 0000752400, 0000764273, 0000775751"
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA CIP,ROOF/PARAPETS/EXTERIOR MASONRY,"CM, F&E",In-Progress,1/7/2014,7/2/2015,,747868,487471,"$330,028.00 ","DSF: 0000752400, 0000764273, 0000775751"
4,M435,MANHTN CT FOR MATH & SCI. HS -,SCA Emergency Respon,SIDEWALK SHED,Construction,In-Progress,7/31/2012,EMER,,EMER,138158,"$138,158.00 ",DSF: 0000754390
4,M435,MNHT CENTER FOR MATH & SCIENCE,SCA IEH,IEH PO18-SSDS DESIGN & INSTALLATION,Construction,In-Progress,11/30/2009,IEH,,IEH,86949,"$86,949.00 ",DSF: 0000008190
4,M435,MANHTN CT FOR MATH & SCI. HS -,DOE- RESOA,FY15 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,7/22/2015,DOER,,90000,90000,"$60,161.00 ",DSF: 0000800387
4,M435,MANHTN CT FOR MATH & SCI. HS -,DOE - Skilled Trades,TOILETS - STUDENTS,Construction,In-Progress,6/4/2015,DOES,,DOES,64281,$502.00 ,DSF: 0000810214
4,M495,PARK EAST HS - MANHATTAN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,5/26/2015,5/26/2015,5/26/2015,14250,449,$449.00 ,DSF: 0000787172
4,M495,PARK EAST HS - MANHATTAN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,5/26/2015,9/25/2015,8/6/2015,40375,1795,"$1,795.00 ",DSF: 0000787172
4,M495,PARK EAST HS - MANHATTAN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,10/19/2015,7/14/2016,,543875,521731,"$28,681.00 ",DSF: 0000787172
4,M495,PARK EAST HS - MANHATTAN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,10/19/2015,7/14/2016,,104500,2758,"$2,758.00 ",DSF: 0000787172
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,9/12/2003,9/12/2003,9/12/2003,720,185,$185.00 ,DSF: 0000011757
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,9/15/2003,10/30/2003,10/30/2003,2600,11910,"$10,096.00 ",DSF: 0000011757
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,5/10/2004,3/15/2006,,77000,79157,"$63,715.00 ",DSF: 0000011757
4,M495,PARK EAST ALT HS,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,5/10/2004,3/15/2006,,12240,86838,"$86,838.00 ",DSF: 0000011757
4,M495,PARK EAST HS - MANHATTAN,Fast Track Projects,LL26-EXIT SIGNS,Construction,In-Progress,2/28/2014,FTK,,FTK,129694,"$16,117.00 ",DSF: 0000777503
4,M895,YOUNG WOMEN'S LEADERSHIP HS -,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,24424,$0.00 ,DSF: 0000777133
4,M923,PROJECT - M,Civic Builders,DREAM CHARTER SCHOOL,Design,Complete,1/18/2013,1/18/2013,1/18/2013,2151285,2151285,"$1,522,465.00 ",DSF: 0000731145
4,M923,PROJECT - M,Civic Builders,DREAM CHARTER SCHOOL,Construction,Complete,1/20/2013,1/31/2015,7/29/2015,21009061,21009061,"$18,663,704.00 ",DSF: 0000731145
4,M923,PROJECT - M,Civic Builders,DREAM CHARTER SCHOOL,F&E,Complete,1/20/2013,1/31/2015,7/29/2015,16370693,16370693,"$12,123,475.00 ",DSF: 0000731145
5,M010,I.S. 10,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,10/16/2014,12/18/2014,10/29/2014,15443,6000,"$6,000.00 ",DSF: 0000799579
5,M010,I.S. 10,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Design,Complete,10/29/2014,3/4/2015,1/23/2015,43754,51252,"$34,624.00 ",DSF: 0000799579
5,M010,I.S. 10,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Construction,In-Progress,7/21/2015,4/15/2016,,589389,543277,"$1,732.00 ",DSF: 0000799579
5,M010,I.S. 10,RCT CIP,ELECTRICAL LIGHTING FIXTURES,"CM, F&E",In-Progress,7/21/2015,4/15/2016,,113245,975,$975.00 ,DSF: 0000799579
5,M010,FREDERICK DOUGLAS ACADEMY - M,SCA CIP,SCIENCE LAB ACID WASTE LINES,Scope,Complete,3/19/2013,7/2/2013,6/10/2013,67845,62567,"$62,567.00 ",DSF: 0000762099
5,M010,FREDERICK DOUGLAS ACADEMY - M,SCA CIP,SCIENCE LAB ACID WASTE LINES,Design,Complete,7/15/2013,12/16/2013,5/4/2015,271380,251751,"$182,083.00 ",DSF: 0000762099
5,M010,FREDERICK DOUGLAS ACADEMY - M,SCA CIP,SCIENCE LAB ACID WASTE LINES,Construction,In-Progress,10/14/2015,4/5/2017,,5088375,4641181,"$18,351.00 ",DSF: 0000762099
5,M010,FREDERICK DOUGLAS ACADEMY - M,SCA CIP,SCIENCE LAB ACID WASTE LINES,"CM, F&E",In-Progress,10/14/2015,4/5/2017,,316610,32115,"$32,115.00 ",DSF: 0000762099
5,M010,FREDERICK DOUGLAS ACADEMY - M,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,In-Progress,4/14/2015,DOES,,DOES,189278,"$187,278.00 ",DSF: 0000799807
5,M030,P.S. 30 - MANHATTAN,RCT CIP,ELECTRICAL LIGHTING FIXTURES,Scope,Complete,8/4/2014,8/4/2014,8/4/2014,19725,950,$950.00 ,DSF: 0000798360
